id,team_name,player_name,angle,distance,under_pressure,body_part_name_Other,body_part_name_foot,shot_first_time,shot_deflected,shot_open_goal,shot_follows_dribble,shot_one_on_one,position_category,goal
c1eaec76-1020-4894-8acd-4e3ff266a992,Cameroon,Martin Hongla Yma II,55.73889710090542,13.579396157414367,1,0,1,0,0,0,0,1,Midfielder,0
92b60aea-0f10-4afe-935c-da6193405418,Switzerland,Nico Elvedi,10.980650010173516,6.700000000000003,1,0,0,0,0,0,0,0,Defender,0
4663bfd8-70b6-4d09-9099-8bc3e5d7e2e5,Cameroon,Jean-Eric Maxim Choupo-Moting,42.369887336642414,17.586642658563342,0,0,1,0,0,0,0,0,Forward,0
43d5ebc7-12d0-4862-8bd6-30828e21ed19,Switzerland,Manuel Obafemi Akanji,13.781597235653603,5.299999999999997,0,0,0,0,0,0,0,0,Defender,0
289a2e06-0846-4e2e-bbbd-b25663eac17b,Switzerland,Breel-Donald Embolo,3.5322945838908897,8.099999999999994,1,0,1,1,0,0,0,0,Forward,1
2e0856e5-b81c-4452-8fcd-f737f49494e0,Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,51.483073692897186,4.002499219237905,0,0,0,0,0,0,0,0,Defender,0
503b6ee8-3178-47e4-8b0e-7e031b7a8b8e,Cameroon,Jean-Eric Maxim Choupo-Moting,84.21760767763598,3.9812058474788747,0,0,1,0,0,0,0,0,Forward,0
bc1f3a08-2d03-443b-8e3b-f2e8a2a4cb59,Cameroon,André-Frank Zambo Anguissa,18.983217059226195,12.503599481749246,1,0,0,0,0,0,0,0,Midfielder,0
b6f7ecbb-b8d4-4fc0-a984-6923f31fb17b,Switzerland,Ruben Vargas,8.194263334630199,12.5,0,0,1,1,0,0,0,0,Forward,0
8dabc6e4-04c9-4a1f-9ac4-2a93dfc6466a,Switzerland,Granit Xhaka,6.472270302903078,23.799999999999997,0,0,1,0,0,0,0,0,Midfielder,0
48799626-2666-45ad-9609-4fd05a7615a9,Switzerland,Haris Seferović,25.796026494499937,12.13424904969401,0,0,1,0,0,0,0,0,Forward,0
1f579270-496e-40d5-954d-b9f6c575daf5,Senegal,Boulaye Dia,44.778781873335134,15.754681843820267,0,0,1,0,0,0,0,0,Forward,0
c0978290-0e66-4acf-aa35-2599358fe60f,Netherlands,Vincent Janssen,18.741340445192733,16.885792844874057,0,0,1,1,0,0,0,0,Forward,0
b925a2df-a747-4049-ba0f-08571a718fb3,Senegal,Ismaïla Sarr,10.327253890194283,22.50022222112484,1,0,1,0,0,0,0,0,Forward,0
03bc5ea5-eaf7-4ee5-aa5c-82eb39551452,Netherlands,Daley Blind,44.59933674420785,7.839005038906407,1,0,0,0,0,0,0,0,Defender,0
fdfab493-445c-4460-9ac5-7b4aaba2bcbd,Netherlands,Vincent Janssen,11.208344318926494,21.702073633641557,1,0,1,0,0,0,0,0,Forward,0
ea60b4cb-2000-455d-9a59-f8108e2e428c,Senegal,Ismaïla Sarr,39.18102909860543,20.03247363657319,0,0,1,0,0,0,0,0,Forward,0
c9bb0ab0-5085-4f55-b2f8-5a6e899a4c1e,Netherlands,Virgil van Dijk,10.684912400002723,10.599999999999994,1,0,0,0,0,0,0,0,Defender,0
309ec0bf-70b9-4522-b11b-4abe131368a1,Senegal,Idrissa Gana Gueye,23.739440838028187,19.600255100380704,0,0,1,0,0,0,0,0,Midfielder,0
d214487d-ed3f-483e-bc75-4cb29d718488,Senegal,Krépin Diatta,39.692673150668824,23.63810483097154,0,0,1,0,0,0,0,0,Forward,0
8f08f937-4460-4a3a-9b10-7d11cdea61bd,Senegal,Youssouf Sabaly,21.63330499214716,36.68909919853579,0,0,1,0,0,0,0,0,Defender,0
1206137b-c14e-46a4-9a3f-4714e93798c4,Netherlands,Steven Berghuis,17.753789349281856,23.037577997697586,0,0,1,0,0,0,0,0,Midfielder,0
e7e80f93-6d9a-49f5-9f8e-3d657cac0d64,Netherlands,Virgil van Dijk,1.287328941525056,8.900000000000006,1,0,0,0,0,0,0,0,Defender,0
638637e3-a24c-4f70-9db5-db8e1610e13f,Senegal,Youssouf Sabaly,37.77181009002217,26.95959940355197,0,0,1,0,0,0,0,0,Defender,0
719856a5-217d-47e5-8414-17732efb627d,Senegal,Krépin Diatta,65.43282867939871,8.080222769206303,0,0,1,1,0,0,0,0,Forward,0
dbe3b046-c180-4023-a741-19762acb5aa3,Netherlands,Steven Berghuis,16.25129678246441,24.90642487391557,0,0,1,0,0,0,0,0,Midfielder,0
5724c49f-78f1-4e20-b10e-de9d519fe734,Senegal,Boulaye Dia,53.07458320533761,17.607100840286005,0,0,1,1,0,0,0,0,Forward,0
2291e459-c212-42d9-a2d9-b508253f06f9,Senegal,Idrissa Gana Gueye,1.37209164946061,16.700000000000003,1,0,1,0,0,0,0,0,Midfielder,0
fbd026bc-73f1-4a17-804c-5356d8ef1008,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,27.863725496424014,16.278206289391964,0,0,1,1,0,0,0,0,Forward,0
b430492f-24ae-450e-9875-9be78f686048,Senegal,Ismaïla Sarr,3.945186229037571,8.700000000000003,1,0,0,0,0,0,0,0,Forward,0
bd780a7f-764f-48f4-9123-ee54cc2ee39c,Netherlands,Cody Mathès Gakpo,7.399594659887108,7.700000000000003,0,0,0,0,0,0,0,1,Forward,1
b2a6573d-2a9a-4f54-a67e-a908cb0824b4,Senegal,Pape Gueye,32.668860534011934,29.159561039220055,0,0,1,0,0,0,0,0,Midfielder,0
290d4d7b-9f48-4ed5-9384-ab4b65ac276a,Senegal,Ismail Jakobs,23.317708386755065,30.220026472523152,0,0,1,1,0,0,0,0,Defender,0
6cb6ed34-8b02-47a1-9f43-925e971645c5,Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,30.84658741214857,7.206247289678591,0,0,0,0,0,0,0,1,Forward,0
411e11a1-10a0-4fb5-842c-4b115df49259,Netherlands,Memphis Depay,28.246205690918067,19.764867821465437,0,0,1,0,0,0,0,0,Forward,0
d7211b43-7e10-454b-98b7-1a35756c8d7e,Netherlands,Davy Klaassen,26.346366057655025,10.568348972285122,0,0,1,1,0,0,0,0,Midfielder,1
70765ee8-08bb-4f8f-90b9-9c46f413aba6,Canada,Alphonso Davies,19.09349200048561,10.400000000000006,1,0,0,0,0,0,0,1,Midfielder,1
f7e73184-89e9-46b3-9f84-6ca8794fbd51,Croatia,Marko Livaja,16.949224233821454,10.5,0,0,1,1,0,0,0,0,Forward,0
